SAMPID,region,sex
GTEX-14PJM-0011-R3b-SM-5ZZV9,Ant. Cing. Ctx,Female
GTEX-14PJM-0011-R4a-SM-5YYAS,Amygdala,Female
GTEX-14PJM-0011-R6a-SM-6872G,Nucleus Accumbens,Female
GTEX-14PJM-0011-R7a-SM-6AJBX,Putamen,Female
GTEX-14PJM-0011-R8b-SM-69LPD,Hypothalamus,Female
GTEX-14PJM-0011-R9b-SM-6EU35,Spinal Cord,Female
GTEX-14PJM-3026-SM-6LLHM,Cerebellum,Female
GTEX-14PJM-3126-SM-6EU2R,Cortex,Female
GTEX-14PJO-0011-R10a-SM-686ZS,Frontal Cortex,Male
GTEX-14PJO-0011-R10a-SM-AHZNH,Frontal Cortex,Male
GTEX-14PJO-0011-R10a-SM-CYKSN,Frontal Cortex,Male
GTEX-14PJO-0011-R1b-SM-6AJAK,Hippocampus,Male
GTEX-14PJO-0011-R2a-SM-5ZZVF,Substantia Nigra,Male
GTEX-14PJO-0011-R3a-SM-6AJBY,Ant. Cing. Ctx,Male
GTEX-14PJO-0011-R5a-SM-6AJBZ,Caudate,Male
GTEX-14PJO-0011-R7a-SM-664NR,Putamen,Male
GTEX-14PJO-0011-R8a-SM-6AJAL,Hypothalamus,Male
GTEX-14PJO-0011-R9b-SM-62LE9,Spinal Cord,Male
GTEX-14PJO-2926-SM-686ZI,Cerebellum,Male
GTEX-14PN4-0011-R10a-SM-AHZ72,Frontal Cortex,Male
GTEX-14PN4-0011-R10b-SM-69LP2,Frontal Cortex,Male
GTEX-14PN4-0011-R10b-SM-CYKO4,Frontal Cortex,Male
GTEX-14PN4-0011-R11a-SM-686ZW,Cerebellar Hemi.,Male
GTEX-14PN4-0011-R1b-SM-69LP8,Hippocampus,Male
GTEX-14PN4-0011-R2a-SM-6EU2Y,Substantia Nigra,Male
GTEX-14PN4-0011-R3b-SM-686ZU,Ant. Cing. Ctx,Male
GTEX-14PN4-0011-R4a-SM-686ZT,Amygdala,Male
GTEX-14PN4-0011-R5a-SM-686ZV,Caudate,Male
GTEX-14PN4-0011-R6b-SM-69LQU,Nucleus Accumbens,Male
GTEX-14PN4-0011-R7b-SM-69LQQ,Putamen,Male
GTEX-14PN4-0011-R8a-SM-6EU1H,Hypothalamus,Male
GTEX-14PN4-0011-R9a-SM-6LLH9,Spinal Cord,Male
GTEX-14PN4-3026-SM-664O4,Cerebellum,Male
GTEX-14PQA-0011-R10a-SM-6AJAA,Frontal Cortex,Female
GTEX-14PQA-0011-R10a-SM-AHZ74,Frontal Cortex,Female
GTEX-14PQA-0011-R1b-SM-6EU1G,Hippocampus,Female
GTEX-14PQA-0011-R3b-SM-69LQO,Ant. Cing. Ctx,Female
GTEX-14PQA-0011-R4b-SM-6AJBU,Amygdala,Female
GTEX-14PQA-0011-R5b-SM-6AJC2,Caudate,Female
GTEX-14PQA-0011-R6b-SM-6AJAM,Nucleus Accumbens,Female
GTEX-14PQA-0011-R8b-SM-6AJAB,Hypothalamus,Female
GTEX-15CHQ-0011-R10a-SM-AHZN1,Frontal Cortex,Male
GTEX-15CHQ-0011-R10b-SM-6AJBV,Frontal Cortex,Male
GTEX-15CHQ-0011-R11b-SM-686ZZ,Cerebellar Hemi.,Male
GTEX-15CHQ-0011-R1a-SM-6AJAH,Hippocampus,Male
GTEX-15CHQ-0011-R1a-SM-6EU31,Hippocampus,Male
GTEX-15CHQ-0011-R1a-SM-COH27,Hippocampus,Male
GTEX-15CHQ-0011-R2b-SM-6AJAD,Substantia Nigra,Male
GTEX-15CHQ-0011-R3b-SM-686ZY,Ant. Cing. Ctx,Male
GTEX-15CHQ-0011-R4a-SM-686ZX,Amygdala,Male
GTEX-15CHQ-0011-R5b-SM-6AJAN,Caudate,Male
GTEX-15CHQ-0011-R6b-SM-69LOX,Nucleus Accumbens,Male
GTEX-15CHQ-0011-R7b-SM-69LP1,Putamen,Male
GTEX-15CHQ-0011-R7b-SM-6AJAC,Putamen,Male
GTEX-15CHQ-0011-R7b-SM-D4P1Q,Putamen,Male
GTEX-15CHQ-0011-R8b-SM-6AJAI,Hypothalamus,Male
GTEX-15CHQ-0011-R8b-SM-6EU32,Hypothalamus,Male
GTEX-15CHQ-0011-R8b-SM-CNPO4,Hypothalamus,Male
GTEX-15CHQ-0011-R9a-SM-6LLHX,Spinal Cord,Male
GTEX-15CHS-0011-R11b-SM-68711,Cerebellar Hemi.,Male
GTEX-15CHS-0011-R1a-SM-68712,Hippocampus,Male
GTEX-15CHS-0011-R2a-SM-6EU2X,Substantia Nigra,Male
GTEX-15CHS-0011-R3a-SM-6AJAE,Ant. Cing. Ctx,Male
GTEX-15CHS-0011-R3a-SM-6EU1E,Ant. Cing. Ctx,Male
GTEX-15CHS-0011-R4b-SM-6EU1D,Amygdala,Male
GTEX-15CHS-0011-R5b-SM-69LP3,Caudate,Male
GTEX-15CHS-0011-R5b-SM-69LPA,Caudate,Male
GTEX-15CHS-0011-R6a-SM-6AJC1,Nucleus Accumbens,Male
GTEX-15CHS-0011-R7a-SM-69LQL,Putamen,Male
GTEX-15CHS-0011-R8a-SM-6EU1L,Hypothalamus,Male
GTEX-15CHS-0011-R9b-SM-6LLH8,Spinal Cord,Male
GTEX-15D1Q-0011-R10a-SM-AHZNI,Frontal Cortex,Male
GTEX-15DCD-0011-R10a-SM-AHZN4,Frontal Cortex,Female
GTEX-15DCD-0011-R10b-SM-6LPII,Frontal Cortex,Female
GTEX-15DCD-0011-R10b-SM-CYKO7,Frontal Cortex,Female
GTEX-15DCD-0011-R11a-SM-69LP4,Cerebellar Hemi.,Female
GTEX-15DCD-0011-R11a-SM-6AJAF,Cerebellar Hemi.,Female
GTEX-15DCD-0011-R11a-SM-D4P1R,Cerebellar Hemi.,Female
GTEX-15DCD-0011-R1b-SM-6LPIJ,Hippocampus,Female
GTEX-15DCD-0011-R2b-SM-6LPIE,Substantia Nigra,Female
GTEX-15DCD-0011-R3b-SM-69LOY,Ant. Cing. Ctx,Female
GTEX-15DCD-0011-R3b-SM-6EU1I,Ant. Cing. Ctx,Female
GTEX-15DCD-0011-R3b-SM-D4P1P,Ant. Cing. Ctx,Female
GTEX-15DCD-0011-R4a-SM-69LPB,Amygdala,Female
GTEX-15DCD-0011-R5a-SM-69LPC,Caudate,Female
GTEX-15DCD-0011-R5a-SM-6EU1F,Caudate,Female
GTEX-15DCD-0011-R5a-SM-CXZKZ,Caudate,Female
GTEX-15DCD-0011-R6b-SM-6M46L,Nucleus Accumbens,Female
GTEX-15DCD-0011-R7b-SM-6LPID,Putamen,Female
GTEX-15DCD-0011-R8b-SM-7KUEF,Hypothalamus,Female
GTEX-15DCD-0011-R9b-SM-7KUED,Spinal Cord,Female
GTEX-15DCD-2926-SM-7KULT,Cortex,Female
GTEX-15DDE-0011-R10a-SM-7KUKW,Frontal Cortex,Female
GTEX-15DDE-0011-R10a-SM-7KULA,Frontal Cortex,Female
GTEX-15DDE-0011-R10a-SM-AHZN2,Frontal Cortex,Female
GTEX-15DDE-0011-R11b-SM-6LPIF,Cerebellar Hemi.,Female
GTEX-15DDE-0011-R4b-SM-7KULI,Amygdala,Female
GTEX-15DDE-0011-R5b-SM-7KULJ,Caudate,Female
GTEX-15DDE-0011-R9b-SM-6M46U,Spinal Cord,Female
GTEX-15DDE-3026-SM-6AJ9C,Cerebellum,Female
GTEX-15DYW-0011-R10a-SM-AHZNE,Frontal Cortex,Female
GTEX-15DYW-0011-R10a-SM-CYKSJ,Frontal Cortex,Female
GTEX-15DYW-0011-R11a-SM-6LPIT,Cerebellar Hemi.,Female
GTEX-15DYW-0011-R2b-SM-7KUKY,Substantia Nigra,Female
GTEX-15DYW-0011-R3b-SM-6LPIM,Ant. Cing. Ctx,Female
GTEX-15DYW-0011-R4a-SM-6M46V,Amygdala,Female
GTEX-15DYW-0011-R5a-SM-6M46W,Caudate,Female
GTEX-15DYW-0011-R6b-SM-6PALA,Nucleus Accumbens,Female
GTEX-15DYW-0011-R7a-SM-7KULG,Putamen,Female
GTEX-15DYW-0011-R9b-SM-6PALB,Spinal Cord,Female
GTEX-15DYW-3026-SM-7KFRM,Cerebellum,Female
GTEX-15EO6-0011-R10a-SM-AHZMY,Frontal Cortex,Male
GTEX-15EO6-0011-R10a-SM-CYKSK,Frontal Cortex,Male
GTEX-15EO6-0011-R11b-SM-6M47M,Cerebellar Hemi.,Male
GTEX-15EO6-0011-R2a-SM-6M46R,Substantia Nigra,Male
GTEX-15EO6-0011-R3b-SM-7KUDY,Ant. Cing. Ctx,Male
GTEX-15EO6-0011-R4a-SM-7KUKZ,Amygdala,Male
GTEX-15EO6-0011-R4a-SM-7KULH,Amygdala,Male
GTEX-15EO6-0011-R5b-SM-7KUDZ,Caudate,Male
GTEX-15EO6-0011-R6a-SM-7KULK,Nucleus Accumbens,Male
GTEX-15EO6-0011-R7a-SM-6M46Q,Putamen,Male
GTEX-15EO6-0011-R9a-SM-6PALG,Spinal Cord,Male
GTEX-15EO6-2926-SM-6M48D,Cerebellum,Male
GTEX-15EO6-3026-SM-7KUMA,Cortex,Male
GTEX-15ER7-0011-R10a-SM-AHZNC,Frontal Cortex,Female
GTEX-15ER7-0011-R11a-SM-6LPIL,Cerebellar Hemi.,Female
GTEX-15ER7-0011-R1b-SM-7KUE1,Hippocampus,Female
GTEX-15ER7-0011-R2a-SM-6M46O,Substantia Nigra,Female
GTEX-15ER7-0011-R3a-SM-6LPIK,Ant. Cing. Ctx,Female
GTEX-15ER7-0011-R4a-SM-6M46S,Amygdala,Female
GTEX-15ER7-0011-R5b-SM-6M46T,Caudate,Female
GTEX-15ER7-0011-R6a-SM-6M46M,Nucleus Accumbens,Female
GTEX-15ER7-0011-R7a-SM-6M46N,Putamen,Female
GTEX-15ER7-0011-R8a-SM-7KUL2,Hypothalamus,Female
GTEX-15ER7-0011-R9b-SM-6PALF,Spinal Cord,Female
GTEX-15ER7-3026-SM-6M47W,Cerebellum,Female
GTEX-15ER7-3126-SM-7KUGH,Cortex,Female
GTEX-15ER7-3126-SM-CYKUH,Cortex,Female
GTEX-15G19-0011-R10a-SM-AHZNN,Frontal Cortex,Male
GTEX-15G19-0011-R10b-SM-7KUG4,Frontal Cortex,Male
GTEX-15G19-0011-R11b-SM-6LPIH,Cerebellar Hemi.,Male
GTEX-15G19-0011-R3a-SM-6LPIG,Ant. Cing. Ctx,Male
GTEX-15G19-0011-R5b-SM-6M46P,Caudate,Male
GTEX-15G19-0011-R6b-SM-7KUM3,Nucleus Accumbens,Male
GTEX-15G19-0011-R7b-SM-6M479,Putamen,Male
GTEX-15G19-0011-R8b-SM-7KUL1,Hypothalamus,Male
GTEX-15G19-0011-R9b-SM-7KUEE,Spinal Cord,Male
GTEX-15G19-2826-SM-6M48K,Cerebellum,Male
GTEX-15G19-2926-SM-7KUFL,Cortex,Male
GTEX-15G19-2926-SM-CYKUE,Cortex,Male
GTEX-15RJE-0011-R2b-SM-79OMP,Substantia Nigra,Male
GTEX-15RJE-0011-R6a-SM-7DHL8,Nucleus Accumbens,Male
GTEX-15RJE-0011-R7a-SM-7DHL9,Putamen,Male
GTEX-15RJE-3026-SM-7KUM1,Cortex,Male
GTEX-15SHU-0011-R10a-SM-AHZNA,Frontal Cortex,Female
GTEX-15SHU-0011-R3a-SM-7IGPS,Ant. Cing. Ctx,Female
GTEX-15SHU-0011-R4b-SM-7IGLC,Amygdala,Female
GTEX-15SHU-0011-R5a-SM-7938Q,Caudate,Female
GTEX-15SHU-3026-SM-6LPIB,Cerebellum,Female
GTEX-15SHU-3126-SM-6M46H,Cortex,Female
GTEX-15SZO-0011-R10a-SM-AHZN9,Frontal Cortex,Male
GTEX-15TU5-0011-R10b-SM-793BL,Frontal Cortex,Male
GTEX-15TU5-0011-R10b-SM-CYKU3,Frontal Cortex,Male
GTEX-15TU5-0011-R1a-SM-7938S,Hippocampus,Male
GTEX-15TU5-0011-R8b-SM-793BM,Hypothalamus,Male
GTEX-15TU5-2926-SM-7KUML,Cerebellum,Male
GTEX-15UF6-0011-R10a-SM-AHZLZ,Frontal Cortex,Female
GTEX-15UF6-0011-R10b-SM-9OSVF,Frontal Cortex,Female
GTEX-15UF6-0011-R1a-SM-9QEGH,Hippocampus,Female
GTEX-15UF6-3026-SM-7KUKL,Cortex,Female
GTEX-15UF6-3026-SM-CYKTB,Cortex,Female
GTEX-16GPK-0011-R10a-SM-AHZMF,Frontal Cortex,Male
GTEX-16GPK-0011-R10b-SM-7MKFG,Frontal Cortex,Male
GTEX-16GPK-0011-R10b-SM-CYKU7,Frontal Cortex,Male
GTEX-16GPK-0011-R11b-SM-7MKFF,Cerebellar Hemi.,Male
GTEX-16GPK-0011-R1b-SM-7EWDH,Hippocampus,Male
GTEX-16GPK-0011-R8a-SM-79OMQ,Hypothalamus,Male
GTEX-16GPK-3026-SM-79ON9,Cortex,Male
GTEX-16NPV-0011-R10a-SM-79OKA,Frontal Cortex,Female
GTEX-16NPV-0011-R10a-SM-AHZM1,Frontal Cortex,Female
GTEX-16NPV-0011-R10a-SM-CYKT6,Frontal Cortex,Female
GTEX-16NPV-0011-R11a-SM-7IGMK,Cerebellar Hemi.,Female
GTEX-16NPV-0011-R1b-SM-7MGVZ,Hippocampus,Female
GTEX-16NPV-0011-R5a-SM-7EPGK,Caudate,Female
GTEX-16NPV-0011-R8a-SM-7EPH8,Hypothalamus,Female
GTEX-16NPV-0011-R9b-SM-79ONF,Spinal Cord,Female
GTEX-16XZZ-0011-R10a-SM-AHZM2,Frontal Cortex,Male
GTEX-16XZZ-0011-R10b-SM-7LT91,Frontal Cortex,Male
GTEX-16XZZ-0011-R11a-SM-7EPI3,Cerebellar Hemi.,Male
GTEX-16XZZ-0011-R1a-SM-7LTAH,Hippocampus,Male
GTEX-16XZZ-0011-R2a-SM-7IGPG,Substantia Nigra,Male
GTEX-16XZZ-0011-R3a-SM-7IGLH,Ant. Cing. Ctx,Male
GTEX-16XZZ-0011-R6a-SM-7IGNE,Nucleus Accumbens,Male
GTEX-16XZZ-0011-R7b-SM-7MGVT,Putamen,Male
GTEX-16XZZ-0011-R8b-SM-7LT8S,Hypothalamus,Male
GTEX-16XZZ-0011-R9b-SM-7DHKX,Spinal Cord,Male
GTEX-16XZZ-2926-SM-6LPK4,Cerebellum,Male
GTEX-16XZZ-3026-SM-79OMJ,Cortex,Male
GTEX-16XZZ-3026-SM-CYKT9,Cortex,Male
GTEX-16YQH-0011-R10a-SM-AHZMD,Frontal Cortex,Male
GTEX-16YQH-0011-R10b-SM-7LT8U,Frontal Cortex,Male
GTEX-16YQH-0011-R10b-SM-CYKU8,Frontal Cortex,Male
GTEX-16YQH-0011-R11b-SM-7LT98,Cerebellar Hemi.,Male
GTEX-16YQH-0011-R1a-SM-7LT8R,Hippocampus,Male
GTEX-16YQH-0011-R3a-SM-7EPGM,Ant. Cing. Ctx,Male
GTEX-16YQH-0011-R4a-SM-7EPGI,Amygdala,Male
GTEX-16YQH-0011-R5b-SM-7938U,Caudate,Male
GTEX-16YQH-0011-R6b-SM-7938T,Nucleus Accumbens,Male
GTEX-16YQH-0011-R7a-SM-79ON1,Putamen,Male
GTEX-16YQH-0011-R8a-SM-7DUFB,Hypothalamus,Male
GTEX-16YQH-2926-SM-6LPJE,Cerebellum,Male
GTEX-16YQH-3026-SM-79OMM,Cortex,Male
GTEX-16Z82-0011-R10a-SM-79OJX,Frontal Cortex,Male
GTEX-16Z82-0011-R10a-SM-AHZME,Frontal Cortex,Male
GTEX-16Z82-0011-R10a-SM-CYKT5,Frontal Cortex,Male
GTEX-16Z82-0011-R11a-SM-79OKJ,Cerebellar Hemi.,Male
GTEX-16Z82-0011-R1b-SM-7EPHZ,Hippocampus,Male
GTEX-16Z82-0011-R2b-SM-79OK9,Substantia Nigra,Male
GTEX-16Z82-0011-R5a-SM-7EPGB,Caudate,Male
GTEX-16Z82-0011-R6a-SM-7IGLV,Nucleus Accumbens,Male
GTEX-16Z82-0011-R7a-SM-7MKGJ,Putamen,Male
GTEX-16Z82-0011-R8a-SM-7DUEX,Hypothalamus,Male
GTEX-16Z82-0011-R9a-SM-7DUFA,Spinal Cord,Male
GTEX-16Z82-2926-SM-6LPJJ,Cerebellum,Male
GTEX-16Z82-3026-SM-79ON3,Cortex,Male
GTEX-17EVP-0011-R10a-SM-7IGLP,Frontal Cortex,Male
GTEX-17EVP-0011-R10a-SM-AHZLY,Frontal Cortex,Male
GTEX-17EVP-0011-R10a-SM-CYKU1,Frontal Cortex,Male
GTEX-17EVP-0011-R11a-SM-7EWDL,Cerebellar Hemi.,Male
GTEX-17EVP-0011-R1a-SM-7DHLA,Hippocampus,Male
GTEX-17EVP-0011-R2a-SM-7LG4W,Substantia Nigra,Male
GTEX-17EVP-0011-R3a-SM-7EPI9,Ant. Cing. Ctx,Male
GTEX-17EVP-0011-R4a-SM-79OML,Amygdala,Male
GTEX-17EVP-0011-R5b-SM-7DHKW,Caudate,Male
GTEX-17EVP-0011-R6b-SM-7LT99,Nucleus Accumbens,Male
GTEX-17EVP-0011-R7a-SM-7LTAN,Putamen,Male
GTEX-17EVP-0011-R8b-SM-7DUF9,Hypothalamus,Male
GTEX-17EVP-2926-SM-793BU,Cerebellum,Male
GTEX-17EVP-3026-SM-7IGQL,Cortex,Male
GTEX-17EVQ-0011-R10a-SM-AHZM3,Frontal Cortex,Male
GTEX-17EVQ-0011-R11a-SM-7LT9C,Cerebellar Hemi.,Male
GTEX-17EVQ-0011-R1a-SM-7189S,Hippocampus,Male
GTEX-17EVQ-0011-R3b-SM-7LT9B,Ant. Cing. Ctx,Male
GTEX-17EVQ-0011-R4b-SM-7LT94,Amygdala,Male
GTEX-17EVQ-0011-R5a-SM-7LT92,Caudate,Male
GTEX-17EVQ-0011-R6a-SM-7189U,Nucleus Accumbens,Male
GTEX-17EVQ-0011-R7a-SM-7EWDA,Putamen,Male
GTEX-17EVQ-0011-R8a-SM-7189T,Hypothalamus,Male
GTEX-17EVQ-0011-R9b-SM-79OJY,Spinal Cord,Male
GTEX-17EVQ-2726-SM-7EWDT,Cerebellum,Male
GTEX-17EVQ-2826-SM-7IGQK,Cortex,Male
GTEX-17F97-0011-R10b-SM-793BB,Frontal Cortex,Male
GTEX-17F97-0011-R11b-SM-7KFRQ,Cerebellar Hemi.,Male
GTEX-17F97-0011-R1b-SM-7IGM9,Hippocampus,Male
GTEX-17F97-0011-R3b-SM-7LT9E,Ant. Cing. Ctx,Male
GTEX-17F97-0011-R4b-SM-7KFS2,Amygdala,Male
GTEX-17F97-0011-R5a-SM-7LG4Z,Caudate,Male
GTEX-17F97-0011-R6a-SM-7EPGS,Nucleus Accumbens,Male
GTEX-17F97-0011-R7b-SM-7MGVY,Putamen,Male
GTEX-17F97-0011-R8a-SM-7DUET,Hypothalamus,Male
GTEX-17F97-2926-SM-7DUEQ,Cerebellum,Male
GTEX-17F97-3026-SM-79OKC,Cortex,Male
GTEX-17HG3-0011-R10b-SM-7LT97,Frontal Cortex,Female
GTEX-17HG3-0011-R11b-SM-7KFT4,Cerebellar Hemi.,Female
GTEX-17HG3-0011-R1a-SM-7LG6H,Hippocampus,Female
GTEX-17HG3-0011-R2a-SM-7MGVX,Substantia Nigra,Female
GTEX-17HG3-0011-R4a-SM-7IGLL,Amygdala,Female
GTEX-17HG3-0011-R5a-SM-7DUEW,Caudate,Female
GTEX-17HG3-0011-R6b-SM-79OK8,Nucleus Accumbens,Female
GTEX-17HG3-0011-R7b-SM-7EPGR,Putamen,Female
GTEX-17HG3-0011-R8a-SM-79OK7,Hypothalamus,Female
GTEX-17HG3-2826-SM-7EPGO,Cerebellum,Female
GTEX-17HG3-2926-SM-79ON8,Cortex,Female
GTEX-17HHY-0011-R1a-SM-7189V,Hippocampus,Male
GTEX-17HHY-0011-R3a-SM-7EWDK,Ant. Cing. Ctx,Male
GTEX-17HHY-0011-R5b-SM-79OMZ,Caudate,Male
GTEX-17HHY-0011-R6b-SM-7189Z,Nucleus Accumbens,Male
GTEX-17HHY-0011-R7a-SM-718A1,Putamen,Male
GTEX-17HHY-2926-SM-79OJW,Cerebellum,Male
GTEX-17HHY-3026-SM-79OKP,Cortex,Male
GTEX-17HII-0011-R10a-SM-79OMY,Frontal Cortex,Male
GTEX-17HII-0011-R11b-SM-7KFSX,Cerebellar Hemi.,Male
GTEX-17HII-0011-R1b-SM-7MGVW,Hippocampus,Male
GTEX-17HII-0011-R3a-SM-7LT9D,Ant. Cing. Ctx,Male
GTEX-17HII-0011-R5a-SM-7LG51,Caudate,Male
GTEX-17HII-0011-R7a-SM-79OMS,Putamen,Male
GTEX-17HII-0011-R8a-SM-79OK6,Hypothalamus,Male
GTEX-17HII-2926-SM-79OMK,Cerebellum,Male
GTEX-17HII-3026-SM-7EWFM,Cortex,Male
GTEX-17JCI-0011-R10b-SM-718A2,Frontal Cortex,Female
GTEX-17JCI-0011-R11a-SM-7189Y,Cerebellar Hemi.,Female
GTEX-17JCI-0011-R1b-SM-718A3,Hippocampus,Female
GTEX-17JCI-0011-R6a-SM-72D6D,Nucleus Accumbens,Female
GTEX-17JCI-3026-SM-7EWDR,Cerebellum,Female
GTEX-17JCI-3126-SM-7LTA2,Cortex,Female
GTEX-17MF6-0011-R1a-SM-72D6O,Hippocampus,Male
GTEX-17MF6-0011-R5a-SM-731BA,Caudate,Male
GTEX-17MF6-0011-R6b-SM-7LG6G,Nucleus Accumbens,Male
GTEX-17MF6-0011-R7b-SM-7LG6J,Putamen,Male
GTEX-17MF6-2926-SM-7LTAW,Cortex,Male
GTEX-183WM-0011-R11a-SM-718A5,Cerebellar Hemi.,Female
GTEX-183WM-0011-R1a-SM-718A8,Hippocampus,Female
GTEX-183WM-0011-R4a-SM-7LG6S,Amygdala,Female
GTEX-183WM-0011-R5a-SM-718A4,Caudate,Female
GTEX-183WM-0011-R6b-SM-72D66,Nucleus Accumbens,Female
GTEX-183WM-0011-R7b-SM-731AX,Putamen,Female
GTEX-183WM-0011-R8a-SM-7189W,Hypothalamus,Female
GTEX-183WM-2726-SM-7KFRF,Cerebellum,Female
GTEX-183WM-2826-SM-731C2,Cortex,Female
GTEX-18464-0011-R10a-SM-72D6X,Frontal Cortex,Male
GTEX-18464-0011-R11a-SM-72D76,Cerebellar Hemi.,Male
GTEX-18464-0011-R2a-SM-731AL,Substantia Nigra,Male
GTEX-18464-0011-R4a-SM-7LG6T,Amygdala,Male
GTEX-18464-0011-R5b-SM-718A6,Caudate,Male
GTEX-18464-0011-R6a-SM-731CA,Nucleus Accumbens,Male
GTEX-18464-0011-R7b-SM-731CM,Putamen,Male
GTEX-18464-0011-R8a-SM-72D4Z,Hypothalamus,Male
GTEX-18464-0011-R9a-SM-731BK,Spinal Cord,Male
GTEX-18465-0011-R11a-SM-72D78,Cerebellar Hemi.,Male
GTEX-18465-0011-R5a-SM-72D5J,Caudate,Male
GTEX-18465-0011-R6a-SM-7LG6M,Nucleus Accumbens,Male
GTEX-18465-0011-R7b-SM-7LG6V,Putamen,Male
GTEX-18465-0011-R8b-SM-7LG6O,Hypothalamus,Male
GTEX-18465-2926-SM-7KFSE,Cerebellum,Male
GTEX-18465-3026-SM-7LG6Y,Cortex,Male
GTEX-18A6Q-0011-R10b-SM-72D7A,Frontal Cortex,Male
GTEX-18A6Q-0011-R11a-SM-72D6H,Cerebellar Hemi.,Male
GTEX-18A6Q-0011-R1b-SM-731DI,Hippocampus,Male
GTEX-18A6Q-0011-R3a-SM-718A7,Ant. Cing. Ctx,Male
GTEX-18A6Q-0011-R6a-SM-7LG6R,Nucleus Accumbens,Male
GTEX-18A6Q-2826-SM-7LTAO,Cerebellum,Male
GTEX-18A6Q-2926-SM-718AR,Cortex,Male
GTEX-19HZE-0011-R11b-SM-79ONN,Cerebellar Hemi.,Female
GTEX-19HZE-0011-R5a-SM-79OOU,Caudate,Female
GTEX-19HZE-3026-SM-718BR,Cerebellum,Female
GTEX-19HZE-3126-SM-731BC,Cortex,Female
GTEX-1A32A-0011-R1a-SM-7P8SQ,Hippocampus,Female
GTEX-1A32A-0011-R9b-SM-7MGXD,Spinal Cord,Female
GTEX-1A32A-3026-SM-72D61,Cerebellum,Female
GTEX-1A3MW-3026-SM-72D5E,Cerebellum,Female
GTEX-1A3MX-0011-R10b-SM-7P8PG,Frontal Cortex,Male
GTEX-1A3MX-0011-R11b-SM-7DUGP,Cerebellar Hemi.,Male
GTEX-1A3MX-0011-R1b-SM-7P8PH,Hippocampus,Male
GTEX-1A3MX-0011-R2b-SM-7EWFL,Substantia Nigra,Male
GTEX-1A3MX-0011-R3b-SM-79OOW,Ant. Cing. Ctx,Male
GTEX-1A3MX-0011-R4b-SM-7EWFK,Amygdala,Male
GTEX-1A3MX-0011-R5a-SM-79OM5,Caudate,Male
GTEX-1A3MX-0011-R6a-SM-7P8S9,Nucleus Accumbens,Male
GTEX-1A3MX-0011-R7a-SM-7DUEM,Putamen,Male
GTEX-1A3MX-0011-R8a-SM-7P8PI,Hypothalamus,Male
GTEX-1A3MX-2926-SM-718B7,Cerebellum,Male
GTEX-1A3MX-3026-SM-731BF,Cortex,Male
GTEX-1A8G6-0011-R10b-SM-7P8PB,Frontal Cortex,Male
GTEX-1A8G6-0011-R1a-SM-7P8PC,Hippocampus,Male
GTEX-1A8G6-0011-R5b-SM-7IGQG,Caudate,Male
GTEX-1A8G6-0011-R6b-SM-7P8PE,Nucleus Accumbens,Male
GTEX-1A8G6-0011-R7b-SM-7MXTV,Putamen,Male
GTEX-1A8G6-0011-R8a-SM-7P8PD,Hypothalamus,Male
GTEX-1A8G6-2926-SM-731CK,Cortex,Male
GTEX-1A8G6-3126-SM-731D8,Cerebellum,Male
GTEX-1A8G7-0011-R2a-SM-7IGQI,Substantia Nigra,Male
GTEX-1A8G7-0011-R8a-SM-7P8S6,Hypothalamus,Male
GTEX-1A8G7-0011-R9b-SM-7IGQH,Spinal Cord,Male
GTEX-1A8G7-3026-SM-73KTT,Cerebellum,Male
GTEX-1A8G7-3126-SM-7IGP7,Cortex,Male
GTEX-1AX9I-0011-R11b-SM-7DHN4,Cerebellar Hemi.,Male
GTEX-1AX9I-0011-R1b-SM-7RHG2,Hippocampus,Male
GTEX-1AX9I-0011-R4b-SM-7EPIB,Amygdala,Male
GTEX-1AX9I-0011-R5b-SM-793DI,Caudate,Male
GTEX-1AX9I-0011-R6a-SM-7P8PK,Nucleus Accumbens,Male
GTEX-1AX9I-0011-R7b-SM-7P8Q3,Putamen,Male
GTEX-1AX9I-0011-R8a-SM-7P8PJ,Hypothalamus,Male
GTEX-1AX9I-3026-SM-73KUH,Cortex,Male
GTEX-1B8L1-0011-R10b-SM-7P8Q4,Frontal Cortex,Male
GTEX-1B8L1-0011-R11b-SM-793DJ,Cerebellar Hemi.,Male
GTEX-1B8L1-0011-R1a-SM-7P8SS,Hippocampus,Male
GTEX-1B8L1-0011-R2a-SM-9OSVL,Substantia Nigra,Male
GTEX-1B8L1-0011-R3a-SM-7EPIO,Ant. Cing. Ctx,Male
GTEX-1B8L1-0011-R4a-SM-7EWFJ,Amygdala,Male
GTEX-1B8L1-0011-R5a-SM-7DHN5,Caudate,Male
GTEX-1B8L1-0011-R6b-SM-7P8SU,Nucleus Accumbens,Male
GTEX-1B8L1-0011-R7b-SM-9OSVK,Putamen,Male
GTEX-1B8L1-0011-R8b-SM-7P8ST,Hypothalamus,Male
GTEX-1B8L1-0011-R9b-SM-9WG5U,Spinal Cord,Male
GTEX-1B8L1-3026-SM-7EPHK,Cortex,Male
GTEX-1B8L1-3226-SM-7P8OX,Cerebellum,Male
GTEX-1B8SF-0011-R10b-SM-7P8SW,Frontal Cortex,Male
GTEX-1B8SF-0011-R11a-SM-79OOP,Cerebellar Hemi.,Male
